year,tas
1972,9.34495360
1973,10.57785241
1974,9.51635440
1975,11.05916483
1976,9.48524967
1977,8.36372072
1978,10.01259832
1979,9.74267786
1980,10.17250552
1981,9.43444543
1982,10.17895272
1983,9.72526293
1984,9.53135219
1985,9.91063632
1986,10.31393283
1987,10.50914715
1988,9.63380910
1989,10.74816173
1990,10.91751215
1991,9.47413168
1992,7.72296067
1993,10.02565179
1994,10.53358374
1995,10.14118869
1996,9.66472382
1997,10.98446752
1998,10.28938577
1999,11.45515245
2000,10.99172338
2001,11.33525851
2002,10.39749890
2003,11.11361025
2004,10.76539549
2005,11.42752983
2006,10.13502430
2007,12.07910296
2008,8.56085727
2009,8.38413610
2010,10.82764472
2011,12.25218736
2012,9.11358816
2013,10.44735749
2014,10.97455148
2015,10.51752983
2016,12.86920460
2017,9.81232435
2018,10.88461335
2019,12.07851525
2020,10.36243482
2021,10.82355281
2022,11.87158197
2023,12.52406540
2024,8.96528944
