year,pr
1961,92.34423199
1962,73.78483110
1963,98.26883365
1964,23.55634162
1965,84.31567878
1966,76.21363926
1967,65.84799235
1968,85.96430848
1969,33.98840025
1970,59.88655194
1971,45.44569790
1972,21.86341619
1973,25.36609305
1974,111.54066284
1975,119.43741236
1976,34.72753346
1977,52.04059911
1978,37.02893563
1979,73.41727215
1980,84.67010835
1981,71.30325048
1982,92.55086042
1983,48.88801785
1984,72.96545570
1985,47.67584449
1986,119.52536648
1987,134.52657744
1988,111.17310389
1989,71.72848948
1990,61.15130656
1991,139.05723391
1992,98.37686424
1993,52.25487572
1994,89.47501593
1995,51.25678776
1996,60.01497769
1997,97.09273423
1998,117.35991077
1999,36.67431485
2000,56.00503505
2001,44.30803059
2002,59.42472913
2003,68.14295730
2004,130.42294455
2005,83.66456342
2006,59.40975143
2007,23.30070108
2008,85.38687062
2009,105.22810707
2010,41.15411090
2011,146.05787126
2012,90.92428298
2013,38.34053537
2014,46.76653920
2015,82.45009560
2016,93.89114085
2017,50.97826641
2018,152.70764818
2019,59.81070746
2020,161.42077757
2021,31.64544296
2022,128.61077119
2023,83.92065010
2024,61.54079031
