year,tas
1972,8.93458944
1973,9.36437426
1974,9.49285726
1975,9.16750933
1976,8.34959754
1977,8.30529117
1978,9.44921025
1979,9.02663868
1980,8.70302023
1981,9.47039048
1982,8.60013130
1983,8.58901492
1984,9.28227305
1985,9.31897563
1986,9.08546912
1987,9.01613846
1988,9.20981362
1989,9.47667704
1990,9.41962921
1991,8.55689414
1992,8.02031578
1993,8.37691213
1994,8.70237683
1995,9.14429417
1996,8.97115549
1997,8.74810990
1998,9.84458041
1999,10.17972190
2000,9.60085293
2001,9.62272505
2002,9.38649915
2003,9.31920387
2004,9.03592364
2005,9.76883623
2006,9.07590867
2007,9.39802348
2008,9.33806753
2009,8.93181251
2010,9.82961521
2011,9.77459218
2012,9.17724099
2013,9.73740216
2014,9.16198568
2015,8.96820761
2016,9.49532307
2017,9.36696655
2018,9.66155376
2019,9.53327186
2020,9.65253911
2021,9.66294343
2022,9.96973581
2023,9.79413173
2024,9.53699333
