year,pr
1961,37.26990291
1962,182.40825243
1963,111.66650485
1964,101.17281553
1965,139.83786408
1966,80.04514563
1967,134.98398058
1968,88.23980583
1969,11.13689320
1970,110.85000000
1971,116.70242718
1972,310.19563107
1973,58.42330097
1974,45.07961165
1975,111.04271845
1976,43.87912621
1977,100.59660194
1978,24.10339806
1979,178.45825243
1980,158.25291262
1981,66.38203883
1982,90.56165049
1983,72.85242718
1984,190.78737864
1985,108.36553398
1986,39.17912621
1987,133.77815534
1988,252.86213592
1989,42.54854369
1990,119.77330097
1991,98.64708738
1992,62.62718447
1993,49.83300971
1994,47.60388350
1995,234.94660194
1996,105.55825243
1997,114.19368932
1998,100.82912621
1999,63.45097087
2000,56.69902913
2001,33.78106796
2002,103.05339806
2003,162.10582524
2004,12.14951456
2005,37.01456311
2006,84.92961165
2007,175.62815534
2008,49.93883495
2009,50.45339806
2010,14.93737864
2011,175.46941748
2012,213.10825243
2013,37.91456311
2014,33.88495146
2015,84.98932039
2016,39.92233010
2017,293.56796117
2018,90.63398058
2019,52.28883495
2020,40.93592233
2021,62.44223301
2022,108.13300971
2023,53.37087379
2024,60.88543689
