year,pr
1961,58.52841880
1962,89.87542735
1963,84.45000000
1964,208.35064103
1965,193.74636752
1966,237.41794872
1967,169.01282051
1968,192.52905983
1969,271.69786325
1970,118.61730769
1971,133.46217949
1972,149.32072650
1973,108.70384615
1974,80.45811966
1975,128.67286325
1976,304.79978632
1977,258.80811966
1978,196.59764957
1979,269.32286325
1980,52.04935897
1981,208.72970085
1982,202.77029915
1983,266.47777778
1984,307.36645299
1985,314.51730769
1986,170.24423077
1987,257.50705128
1988,126.01089744
1989,211.61303419
1990,128.78803419
1991,231.06132479
1992,261.31431624
1993,179.78290598
1994,71.09273504
1995,325.63076923
1996,95.44658120
1997,221.69209402
1998,141.72435897
1999,119.67094017
2000,229.32457265
2001,353.29957265
2002,213.05747863
2003,147.12649573
2004,211.88867521
2005,153.79935897
2006,121.47179487
2007,184.05363248
2008,220.47927350
2009,212.76773504
2010,414.29444444
2011,404.02564103
2012,174.57136752
2013,166.22478632
2014,209.34252137
2015,96.59294872
2016,182.87841880
2017,34.68162393
2018,168.13739316
2019,407.25448718
2020,166.28162393
2021,436.41346154
2022,95.50042735
2023,217.48290598
2024,154.55854701
