year,tas
1972,12.16242335
1973,12.68685572
1974,13.03197703
1975,14.03056469
1976,11.20160963
1977,11.96565457
1978,13.15848912
1979,12.19055183
1980,11.80601282
1981,13.17863347
1982,13.08932529
1983,11.00832792
1984,11.52906374
1985,12.90165450
1986,13.46751605
1987,13.03987321
1988,12.53440596
1989,13.92786270
1990,13.24427214
1991,12.63391018
1992,11.91377897
1993,11.71146568
1994,12.45881054
1995,13.15027082
1996,13.07259485
1997,12.21738568
1998,13.46643606
1999,14.19893259
2000,12.25280793
2001,12.50462865
2002,12.76625726
2003,12.37661651
2004,12.63194618
2005,12.42284063
2006,13.57828764
2007,12.04208146
2008,13.65589789
2009,12.40624111
2010,12.96863734
2011,13.09245919
2012,13.00625092
2013,13.36126477
2014,12.14367684
2015,13.54865781
2016,13.71569756
2017,12.05640660
2018,14.81188740
2019,13.65329769
2020,12.99471897
2021,12.76604342
2022,13.39724576
2023,14.07704045
2024,13.41113986
2025,13.56242316
