year,pr
1961,114.18737864
1962,218.41796117
1963,89.03398058
1964,146.33737864
1965,102.15194175
1966,167.38980583
1967,84.07281553
1968,184.93446602
1969,175.82135922
1970,165.42572816
1971,150.76067961
1972,174.80048544
1973,96.95631068
1974,130.81893204
1975,166.81213592
1976,94.51699029
1977,172.11310680
1978,72.61796117
1979,88.61213592
1980,63.52766990
1981,80.65970874
1982,85.48689320
1983,81.54514563
1984,118.01310680
1985,194.56747573
1986,126.52475728
1987,72.77961165
1988,146.69126214
1989,106.18058252
1990,127.72281553
1991,36.03009709
1992,123.06990291
1993,113.39951456
1994,104.95970874
1995,131.89466019
1996,155.33155340
1997,114.08592233
1998,86.87961165
1999,50.70582524
2000,121.15728155
2001,267.42233010
2002,90.96893204
2003,102.42912621
2004,208.25728155
2005,168.71310680
2006,185.15097087
2007,20.85582524
2008,103.59126214
2009,186.38349515
2010,227.90582524
2011,172.71553398
2012,114.34417476
2013,240.29514563
2014,66.36359223
2015,161.99611650
2016,125.55679612
2017,138.67912621
2018,132.67427184
2019,64.47427184
2020,144.76747573
2021,76.22524272
2022,102.38446602
2023,249.73689320
2024,134.35679612
