year,sfcWind
1997,4.93081063
1998,4.71513467
1999,3.56438129
2000,4.25998469
2001,3.65214236
2002,4.10887915
2003,4.31389915
2004,4.09528848
2005,3.74273463
2006,3.83106448
2007,3.78055295
2008,4.02740596
2009,3.87317222
2010,3.79461252
2011,4.07737342
2012,4.38941574
2013,3.98504820
2014,4.34054703
2015,3.58219473
2016,4.01216846
2017,4.15458364
2018,3.54370672
2019,4.32311532
2020,3.98442357
2021,4.02172287
2022,3.96761631
2023,4.31881929
2024,4.12097261
