year,sfcWind
1997,6.31765798
1998,7.47046399
1999,5.21209015
2000,6.02371189
2001,4.93817057
2002,6.01873619
2003,4.72957137
2004,5.23118869
2005,4.30863456
2006,6.57513920
2007,6.94144940
2008,5.29285904
2009,5.77917808
2010,4.84768007
2011,4.15613787
2012,5.74859037
2013,5.59900133
2014,5.19561644
2015,5.48242156
2016,4.83346001
2017,4.22929739
2018,4.42132567
2019,5.15235528
2020,4.66742377
2021,4.42065400
2022,4.62301370
2023,5.09155988
2024,4.54307556
