year,tas
1972,15.12984534
1973,16.63906761
1974,15.22720283
1975,17.83852850
1976,15.74655767
1977,14.74475475
1978,17.02254087
1979,16.93553248
1980,16.42359700
1981,17.68316836
1982,16.34315510
1983,15.18307114
1984,14.30440124
1985,18.38059655
1986,18.56143615
1987,17.47669465
1988,16.57104286
1989,18.09453380
1990,16.72333186
1991,16.47277066
1992,16.18426867
1993,14.93857711
1994,16.62595228
1995,16.15174105
1996,16.83521874
1997,14.64245250
1998,17.07695537
1999,18.10692444
2000,15.77295625
2001,15.64424216
2002,16.40724260
2003,15.94134777
2004,18.03437472
2005,16.40018118
2006,16.97863014
2007,16.20774635
2008,17.67368979
2009,17.13295625
2010,15.73897039
2011,16.97887760
2012,15.68153336
2013,16.93525851
2014,15.75684048
2015,17.82554132
2016,17.67996023
2017,15.99418913
2018,19.99167477
2019,18.58179408
2020,16.66284136
2021,17.10030932
2022,17.13045073
2023,16.69209456
2024,18.23914273
