year,pr
1961,88.17416628
1962,101.31695632
1963,132.12484735
1964,112.39098168
1965,79.31216534
1966,83.32625646
1967,167.56059183
1968,106.12231094
1969,67.47660874
1970,184.22353217
1971,95.75533114
1972,69.65519023
1973,160.78464068
1974,61.86059183
1975,172.35007046
1976,84.40582433
1977,60.48745890
1978,165.75706905
1979,125.20540160
1980,149.20018788
1981,68.51174260
1982,98.76514796
1983,74.90014091
1984,89.74537341
1985,106.54772194
1986,162.26242367
1987,69.10291217
1988,113.84551433
1989,71.11113199
1990,172.45922969
1991,187.21094411
1992,192.25439173
1993,43.37848755
1994,103.71761390
1995,127.72555190
1996,81.95664631
1997,131.02968530
1998,92.22583372
1999,67.00469704
2000,179.15443870
2001,82.01357445
2002,90.75429779
2003,77.78013152
2004,160.67172381
2005,66.90840770
2006,74.53832785
2007,66.25439173
2008,140.57059652
2009,163.06007515
2010,157.81099108
2011,47.57745420
2012,136.63701268
2013,76.16604039
2014,73.10032879
2015,95.00666980
2016,53.30779709
2017,109.11474871
2018,50.93475810
2019,84.93668389
2020,65.04546736
2021,113.84156881
2022,171.41695632
2023,42.15025834
2024,157.00356975
