year,sfcWind
1997,5.66177169
1998,4.80944292
1999,4.24282192
2000,4.60895890
2001,4.02863014
2002,3.78458447
2003,3.96178082
2004,3.53379909
2005,4.33218265
2006,4.34989954
2007,3.43031963
2008,3.40158904
2009,3.99174429
2010,4.65094064
2011,4.22747032
2012,3.71461187
2013,4.26263927
2014,3.83078539
2015,4.59691324
2016,3.66262100
2017,3.50592694
2018,4.89356164
2019,4.05913242
2020,4.24282192
2021,4.03974429
2022,3.54063014
2023,3.67258447
2024,3.70540639
