year,sfcWind
1997,5.23218775
1998,5.13669672
1999,4.42845750
2000,4.43016163
2001,4.30953749
2002,4.90581274
2003,4.46274179
2004,5.13472568
2005,4.29196229
2006,4.76805833
2007,4.59743232
2008,4.78015447
2009,4.42528198
2010,4.08414396
2011,4.45673855
2012,3.73425050
2013,4.15390131
2014,4.21874218
2015,4.62535052
2016,4.19145520
2017,3.87692395
2018,4.06733540
2019,4.28160367
2020,3.80377002
2021,4.19588953
2022,4.65940070
2023,3.90333500
2024,3.94341621
