year,pr
1961,357.43327434
1962,391.69212389
1963,393.71805310
1964,499.75495575
1965,439.69433628
1966,302.29283186
1967,203.02699115
1968,502.32814159
1969,848.48150442
1970,907.68769912
1971,503.77646018
1972,702.95265487
1973,261.07345133
1974,260.60283186
1975,333.14265487
1976,144.74389381
1977,319.85752212
1978,353.56743363
1979,568.05592920
1980,808.25247788
1981,595.90256637
1982,352.76150442
1983,666.88637168
1984,329.15230088
1985,415.14442478
1986,303.80575221
1987,480.00858407
1988,689.24274336
1989,172.72469027
1990,204.82327434
1991,484.87902655
1992,168.50805310
1993,264.51106195
1994,450.14433628
1995,827.16539823
1996,508.87902655
1997,186.80725664
1998,472.66761062
1999,326.45787611
2000,511.16274336
2001,212.68504425
2002,754.63176991
2003,630.35539823
2004,538.04725664
2005,511.58362832
2006,428.87070796
2007,468.91876106
2008,616.43982301
2009,279.30743363
2010,775.48460177
2011,198.79982301
2012,557.23407080
2013,478.65876106
2014,273.72725664
2015,221.56380531
2016,309.49230088
2017,431.56486726
2018,227.84079646
2019,346.38814159
2020,577.55778761
2021,530.51911504
2022,326.40646018
2023,492.95522124
2024,552.75168142
