year,sfcWind
1997,2.87990879
1998,3.09636813
1999,3.36554948
2000,3.17846483
2001,2.80354096
2002,3.45620388
2003,3.04252640
2004,3.38393764
2005,3.34355369
2006,2.68493462
2007,3.87727996
2008,2.57804058
2009,3.65553266
2010,3.16574948
2011,3.18952711
2012,2.97753299
2013,2.91691238
2014,3.43719450
2015,3.56207064
2016,3.67189806
2017,2.49181200
2018,3.19899544
2019,2.96554493
2020,2.58410885
2021,3.07915878
2022,2.90728193
2023,3.12411552
2024,2.46734799
