year,pr
1961,108.59577266
1962,81.34542039
1963,112.40596524
1964,102.30826679
1965,90.60399248
1966,56.46148426
1967,48.90840770
1968,122.54152184
1969,169.33513387
1970,263.44424612
1971,118.75735087
1972,142.58294974
1973,57.15523720
1974,123.42682010
1975,90.11188351
1976,83.20300611
1977,120.62672616
1978,151.45805543
1979,121.17116017
1980,158.24133396
1981,110.87449507
1982,75.94236731
1983,205.83781118
1984,73.75396900
1985,107.94640676
1986,90.30497886
1987,95.22038516
1988,126.32630343
1989,64.12123062
1990,57.74706435
1991,123.97261625
1992,79.75631752
1993,110.26247064
1994,133.66975106
1995,234.44650070
1996,96.64744011
1997,54.36594645
1998,92.43147017
1999,62.52296853
2000,155.20911226
2001,38.97313293
2002,156.64081729
2003,212.48759981
2004,119.84542039
2005,109.94570221
2006,72.59699389
2007,110.47341475
2008,145.08731799
2009,70.72930953
2010,173.64650070
2011,47.06862377
2012,125.67346172
2013,132.00422734
2014,65.34288398
2015,70.60864256
2016,75.15096289
2017,131.83255049
2018,57.44490371
2019,87.28074213
2020,151.72926256
2021,123.07844058
2022,75.21310474
2023,144.94790982
2024,133.19798027
