year,sfcWind
1997,2.96746516
1998,4.04278691
1999,3.76615469
2000,3.69949742
2001,3.39502897
2002,4.53482543
2003,4.24993424
2004,4.12471896
2005,3.41462815
2006,4.34514639
2007,3.52993894
2008,4.00215594
2009,3.78580554
2010,4.56317050
2011,3.20024894
2012,3.61916549
2013,3.44068264
2014,3.20107875
2015,3.26995303
2016,3.04202756
2017,3.57647565
2018,3.02348051
2019,3.28582590
2020,3.90631595
2021,4.00009864
2022,3.10787381
2023,4.20142164
2024,3.90896665
