year,tas
1972,16.44071406
1973,17.59805042
1974,18.21848575
1975,16.39199029
1976,16.63839649
1977,15.53893674
1978,16.99079236
1979,16.71836048
1980,16.71587065
1981,18.26991074
1982,16.18953179
1983,16.31138428
1984,18.62590041
1985,17.88614939
1986,16.82448324
1987,17.45552772
1988,18.31547917
1989,16.99413561
1990,17.57896962
1991,16.56808644
1992,17.23741779
1993,16.38235202
1994,17.81243345
1995,18.46807078
1996,16.75270122
1997,17.87810836
1998,18.40336674
1999,16.90739900
2000,18.44022080
2001,18.71596461
2002,17.48033981
2003,18.30615409
2004,15.42416223
2005,18.65205136
2006,15.27376292
2007,17.84620263
2008,17.25627153
2009,17.10109615
2010,19.20268556
2011,17.62445193
2012,18.54552928
2013,17.90677263
2014,17.64810523
2015,17.63712809
2016,17.01523645
2017,19.46868932
2018,18.33344034
2019,18.29630442
2020,17.94004071
2021,20.41893987
2022,18.69732227
2023,18.75362512
2024,18.92340276
