year,pr
1961,101.81663480
1962,90.21625239
1963,88.18540472
1964,20.87087317
1965,102.50777565
1966,79.69464627
1967,26.83932441
1968,65.80293180
1969,60.36297004
1970,53.80911409
1971,95.42192479
1972,93.08833652
1973,49.85576801
1974,69.08113448
1975,54.97546208
1976,101.25417463
1977,73.69458254
1978,38.97087317
1979,42.15646909
1980,130.93384321
1981,93.30267686
1982,45.68967495
1983,98.44276609
1984,54.63001912
1985,76.75666029
1986,130.60675590
1987,103.98897387
1988,98.41841938
1989,114.76010198
1990,78.62562141
1991,56.19094965
1992,47.43753983
1993,121.25474825
1994,103.15156150
1995,91.86602932
1996,82.00694710
1997,25.99356278
1998,84.61606119
1999,59.09082218
2000,132.00363289
2001,103.74506055
2002,139.96832377
2003,119.80191205
2004,117.88833652
2005,67.75857234
2006,76.36755895
2007,97.79216061
2008,72.66137667
2009,26.26411727
2010,70.69592097
2011,43.30140217
2012,79.60694710
2013,146.84608031
2014,69.89630338
2015,146.86520076
2016,60.32096877
2017,57.49802422
2018,36.55022307
2019,34.26481836
2020,62.81822817
2021,98.96411727
2022,88.80834927
2023,53.02938177
2024,65.59260676
