year,tas
1972,9.97313467
1973,9.83698978
1974,9.76786210
1975,10.46450966
1976,9.54543918
1977,9.32478330
1978,10.86668535
1979,9.53628174
1980,9.31907384
1981,10.36261453
1982,9.49925325
1983,9.22372833
1984,9.67003730
1985,9.94620049
1986,9.94759895
1987,9.44513988
1988,8.32050692
1989,10.02892542
1990,10.41519813
1991,9.31338327
1992,7.66829680
1993,9.10889571
1994,9.36717684
1995,10.24847195
1996,9.63432830
1997,9.54471966
1998,10.14811958
1999,10.83727039
2000,10.31785329
2001,10.29503695
2002,10.21617131
2003,10.56508202
2004,10.09986973
2005,10.01721376
2006,10.25198997
2007,10.43300164
2008,9.81978805
2009,8.97807152
2010,10.31871925
2011,10.79083134
2012,9.59114423
2013,10.38870512
2014,10.19313662
2015,10.01754101
2016,10.76971169
2017,10.12945187
2018,10.02088579
2019,10.94015348
2020,9.73145835
2021,9.99182949
2022,11.15970556
2023,10.62005698
2024,9.29459758
