year,sfcWind
1997,4.76321630
1998,4.57243275
1999,3.98490199
2000,4.13239872
2001,3.61972135
2002,4.34305685
2003,4.52524581
2004,4.37023404
2005,3.79232884
2006,4.59542838
2007,4.08663165
2008,4.27434902
2009,4.34095312
2010,4.13565769
2011,4.05437486
2012,4.13631880
2013,3.85083100
2014,4.07593525
2015,4.36332536
2016,3.56101110
2017,3.47901375
2018,3.50537241
2019,3.94680990
2020,3.96949522
2021,3.58622128
2022,3.43750150
2023,3.96902689
2024,3.81897437
