year,pr
1961,2035.99722222
1962,2816.36752137
1963,2278.16410256
1964,2721.36794872
1965,2186.62542735
1966,2011.59316239
1967,2331.16153846
1968,2798.15769231
1969,1984.25235043
1970,2415.76901709
1971,2321.43717949
1972,2336.10106838
1973,1741.35790598
1974,2463.53995726
1975,2525.94017094
1976,2569.86495726
1977,2120.60833333
1978,1908.96388889
1979,2533.03952991
1980,2591.45619658
1981,2467.30427350
1982,2142.55747863
1983,2778.52072650
1984,2367.90170940
1985,2290.74252137
1986,2424.17713675
1987,2404.17286325
1988,2988.64358974
1989,2291.52970085
1990,2441.04230769
1991,2131.53782051
1992,2118.14893162
1993,2111.55683761
1994,2693.67670940
1995,3010.77649573
1996,2602.32863248
1997,1884.45277778
1998,2736.93247863
1999,2095.70491453
2000,2550.28824786
2001,2007.99145299
2002,2221.03675214
2003,1950.40427350
2004,2725.57756410
2005,1584.72521368
2006,2298.06367521
2007,2017.19465812
2008,2411.07585470
2009,1922.86282051
2010,2282.09081197
2011,2496.39358974
2012,2134.36004274
2013,2298.89529915
2014,2197.88055556
2015,1851.71132479
2016,2543.26324786
2017,1886.97670940
2018,2178.41987179
2019,2186.73247863
2020,1917.91068376
2021,2721.18247863
2022,2498.50470085
2023,2175.88696581
2024,2075.88162393
