year,sfcWind
1997,3.50491782
1998,3.32285850
1999,3.03121473
2000,3.64067097
2001,3.32139578
2002,3.77636293
2003,3.68803794
2004,3.48431992
2005,3.08543018
2006,3.72345151
2007,3.57709670
2008,3.53159498
2009,3.62560909
2010,3.09324074
2011,3.00025978
2012,3.06150002
2013,2.83146433
2014,3.20579673
2015,3.07570850
2016,2.88108461
2017,2.80510898
2018,2.53987762
2019,2.50378657
2020,2.76384079
2021,2.59635611
2022,2.61388935
2023,2.71382616
2024,2.70262300
