year,tas
1972,7.67505772
1973,7.96678804
1974,8.01483209
1975,7.90869615
1976,7.27727529
1977,7.20637373
1978,8.30521719
1979,7.68672621
1980,7.63214695
1981,8.05866318
1982,7.32852996
1983,7.10773716
1984,7.92099304
1985,8.14024096
1986,8.21904212
1987,8.12993821
1988,8.04641431
1989,8.23630952
1990,8.20742593
1991,7.46249553
1992,6.80735534
1993,7.40312495
1994,7.49538812
1995,7.62096090
1996,7.45024549
1997,7.54507838
1998,8.39261410
1999,8.65756090
2000,7.96850357
2001,8.14750500
2002,7.99056444
2003,7.82049244
2004,7.32970880
2005,8.50690686
2006,7.56375342
2007,8.02215291
2008,7.99293698
2009,7.56747524
2010,8.49960019
2011,8.08956212
2012,7.76446169
2013,8.57705711
2014,7.89214138
2015,8.09622194
2016,8.69622258
2017,8.40672500
2018,8.39920251
2019,8.46226677
2020,8.29260650
2021,8.55228819
2022,8.70047993
2023,8.68894389
2024,8.15667949
