year,pr
1961,103.14665392
1962,126.25806246
1963,60.78368388
1964,65.26609305
1965,47.16896112
1966,26.75289994
1967,62.85188018
1968,49.69343531
1969,46.34760994
1970,104.59018483
1971,28.66666667
1972,80.29088591
1973,22.35289994
1974,131.41300191
1975,112.69063098
1976,71.43314213
1977,44.27750159
1978,91.21115360
1979,74.48706182
1980,84.59037604
1981,112.65168897
1982,60.19254302
1983,95.08903760
1984,104.14601657
1985,79.78126195
1986,93.94882091
1987,52.97036329
1988,103.29088591
1989,38.59566603
1990,70.55544933
1991,53.77482473
1992,123.40216699
1993,44.70242192
1994,117.09910771
1995,71.02759720
1996,25.52702358
1997,77.83562779
1998,91.92543021
1999,94.42766093
2000,59.74251115
2001,51.86424474
2002,32.36685787
2003,49.34353091
2004,34.63479924
2005,55.79917145
2006,59.53180370
2007,75.93556405
2008,90.19719567
2009,80.47074570
2010,43.51300191
2011,78.93505417
2012,65.76297004
2013,83.67590822
2014,60.87915870
2015,51.46934353
2016,111.68680688
2017,110.63365201
2018,90.20605481
2019,72.97711918
2020,85.95780752
2021,95.38942001
2022,139.04824729
2023,64.58323773
2024,59.39725940
