year,pr
1961,391.75342466
1962,356.54082192
1963,338.18465753
1964,401.98356164
1965,374.29013699
1966,297.50849315
1967,351.50356164
1968,409.72465753
1969,241.62520548
1970,403.90328767
1971,512.02712329
1972,284.19068493
1973,354.69698630
1974,528.97863014
1975,342.41041096
1976,419.65342466
1977,506.61698630
1978,338.40219178
1979,537.37972603
1980,406.25753425
1981,371.64164384
1982,334.30356164
1983,477.63890411
1984,288.25917808
1985,364.89534247
1986,377.95260274
1987,323.26136986
1988,463.91808219
1989,412.70794521
1990,377.82657534
1991,368.50849315
1992,559.62684932
1993,384.62000000
1994,508.35068493
1995,449.09863014
1996,405.28739726
1997,391.38109589
1998,547.83643836
1999,435.26082192
2000,443.88027397
2001,435.53041096
2002,339.54328767
2003,597.93369863
2004,423.11287671
2005,281.30246575
2006,545.85671233
2007,369.27890411
2008,352.32657534
2009,435.61452055
2010,403.01205479
2011,393.28986301
2012,305.60383562
2013,521.64630137
2014,329.60630137
2015,348.44000000
2016,580.67178082
2017,296.42246575
2018,446.79534247
2019,334.07397260
2020,552.62410959
2021,344.74547945
2022,455.56082192
2023,336.01424658
2024,388.47424658
