year,sfcWind
1997,3.71437463
1998,3.25334513
1999,3.20858112
2000,2.85633038
2001,2.73158702
2002,2.51198230
2003,2.72822124
2004,2.73777876
2005,3.02768437
2006,3.33699115
2007,2.50868732
2008,2.97263422
2009,3.05435103
2010,3.58067552
2011,2.84459587
2012,2.53642183
2013,2.81817404
2014,2.92042183
2015,2.90060177
2016,2.43046903
2017,2.61520059
2018,3.14734513
2019,2.60033923
2020,2.51910914
2021,2.68843658
2022,2.66824779
2023,2.68705310
2024,2.71572566
