year,sfcWind
1997,4.72621394
1998,6.35632978
1999,4.61316321
2000,4.66632026
2001,4.81087452
2002,4.80765440
2003,5.37300234
2004,5.59783930
2005,5.04734455
2006,5.12590504
2007,4.57054058
2008,4.38223394
2009,4.60817762
2010,4.66058645
2011,4.70077952
2012,4.12813253
2013,4.35707426
2014,4.71589315
2015,4.20855081
2016,4.56757392
2017,5.13837710
2018,4.38067346
2019,4.55588220
2020,4.78622731
2021,4.47614050
2022,4.07555910
2023,4.02412116
2024,4.62786048
2025,5.17460893
