year,tas
1972,12.77783043
1973,11.95058664
1974,11.28374251
1975,13.33584071
1976,12.27552812
1977,12.62832144
1978,12.35015558
1979,13.05347559
1980,10.97083643
1981,13.25073366
1982,12.43851841
1983,10.67031402
1984,13.21456609
1985,12.11529832
1986,12.32467885
1987,11.42824579
1988,10.76407651
1989,12.44727091
1990,12.69142592
1991,12.23887525
1992,9.28819012
1993,10.58742221
1994,10.97767628
1995,11.61483300
1996,11.48768199
1997,11.08699115
1998,12.26127748
1999,13.71082358
2000,11.85583643
2001,12.40250928
2002,12.02713103
2003,13.15900657
2004,11.00996860
2005,11.92235941
2006,10.74877105
2007,12.77006138
2008,12.82562946
2009,11.38411219
2010,11.67245647
2011,11.87572652
2012,11.16884242
2013,13.22946760
2014,11.80838995
2015,12.90721239
2016,13.10282472
2017,12.77276906
2018,13.08609335
2019,14.13982301
2020,11.51901941
2021,12.24757636
2022,14.24261633
2023,11.49786326
2024,10.34252498
