year,tas
1972,11.47549413
1973,12.19070572
1974,11.96958329
1975,12.07852344
1976,11.00067286
1977,11.02249562
1978,12.14849193
1979,12.09154609
1980,11.64055279
1981,12.35713122
1982,11.40456002
1983,11.61116634
1984,12.16336708
1985,12.13862209
1986,11.99313786
1987,11.98589327
1988,12.40830334
1989,12.43600345
1990,12.49314866
1991,11.65782464
1992,10.83963280
1993,11.01513509
1994,11.68965972
1995,12.02651616
1996,11.84961630
1997,11.46707963
1998,12.91134888
1999,12.61863551
2000,12.12176640
2001,12.38233075
2002,11.98491495
2003,12.12022667
2004,11.64951379
2005,12.57068352
2006,11.92828328
2007,12.19049395
2008,12.26184914
2009,11.52159747
2010,12.35268577
2011,12.13505974
2012,11.74810176
2013,12.83079228
2014,12.24776192
2015,12.07886013
2016,12.95382394
2017,12.35540534
2018,12.85551057
2019,12.74952040
2020,12.59426334
2021,12.80723672
2022,12.95248565
2023,12.68762473
2024,12.58973948
