year,pr
1961,143.56111111
1962,61.14059829
1963,279.27072650
1964,132.61431624
1965,77.85811966
1966,144.17329060
1967,79.66047009
1968,166.25491453
1969,137.65128205
1970,63.43696581
1971,144.23653846
1972,45.26367521
1973,13.12029915
1974,170.18846154
1975,110.82564103
1976,55.32628205
1977,110.60470085
1978,54.07649573
1979,188.16367521
1980,181.67927350
1981,55.08653846
1982,207.97072650
1983,21.84829060
1984,82.19743590
1985,104.28418803
1986,210.60854701
1987,91.37948718
1988,344.67029915
1989,172.32051282
1990,41.15363248
1991,111.93974359
1992,186.43974359
1993,108.18311966
1994,118.83397436
1995,212.39380342
1996,166.62435897
1997,152.47606838
1998,145.34529915
1999,64.66217949
2000,140.15918803
2001,14.13290598
2002,113.70726496
2003,60.55747863
2004,366.14380342
2005,118.38696581
2006,90.86089744
2007,23.40149573
2008,131.83311966
2009,196.69551282
2010,95.00277778
2011,41.67136752
2012,163.99038462
2013,60.34102564
2014,42.56025641
2015,78.48846154
2016,165.04786325
2017,95.77414530
2018,329.54829060
2019,24.90641026
2020,103.95512821
2021,73.42799145
2022,385.77735043
2023,165.44337607
2024,107.39914530
