year,sfcWind
1997,4.01607601
1998,5.23821476
1999,4.88038886
2000,4.35764914
2001,4.65375166
2002,4.80052143
2003,4.49253204
2004,4.58766240
2005,4.56721167
2006,3.54808661
2007,4.83100309
2008,3.32746796
2009,5.36881131
2010,3.68839593
2011,4.23965532
2012,3.70867875
2013,3.57989395
2014,4.56717631
2015,4.76022978
2016,5.42583297
2017,3.93184269
2018,4.63720725
2019,4.42630137
2020,3.39880689
2021,4.00055678
2022,3.71727795
2023,3.78212992
2024,3.24647813
