year,pr
1961,1663.01974589
1962,1901.29804195
1963,1661.38948742
1964,1798.11330607
1965,1834.99107127
1966,1659.77394483
1967,1907.07631190
1968,2015.07159516
1969,1583.93766426
1970,1876.29365590
1971,1776.63434862
1972,1816.30887651
1973,1535.25055261
1974,1676.63364372
1975,1969.73493169
1976,1712.78867810
1977,1654.24110173
1978,1691.75945523
1979,2028.99859890
1980,2019.77806109
1981,1814.90708380
1982,1754.00556087
1983,1961.18356105
1984,1840.74587068
1985,1670.04955182
1986,1742.98207293
1987,1846.63208598
1988,2121.01997215
1989,1737.25394657
1990,1816.90892873
1991,1778.29423897
1992,1701.65848925
1993,1601.15836742
1994,1972.92525455
1995,2146.01290575
1996,1922.15137064
1997,1700.82287007
1998,1978.91864938
1999,1726.03052824
2000,1865.77071621
2001,1629.96345836
2002,1813.54899487
2003,1688.44799408
2004,2000.28267340
2005,1557.74217213
2006,1915.50558698
2007,1628.89469150
2008,1821.54630580
2009,1759.10920721
2010,1881.01755287
2011,1811.11869289
2012,1665.20123575
2013,1704.25353755
2014,1746.64372988
2015,1614.05295449
2016,1898.53731616
2017,1650.17048995
2018,1824.02794361
2019,1816.49894700
2020,1614.32409712
2021,1838.20866765
2022,1860.51391524
2023,1791.55183187
2024,1657.27775651
