year,pr
1961,112.50853712
1962,87.18620660
1963,154.42789139
1964,63.35081368
1965,124.20589157
1966,160.16816639
1967,137.93764685
1968,130.25605256
1969,111.63979636
1970,88.52177356
1971,110.04935167
1972,47.12984945
1973,46.63541902
1974,145.40174920
1975,131.31981551
1976,84.99089722
1977,95.93615873
1978,61.29695414
1979,161.84936907
1980,136.38069794
1981,101.80167087
1982,152.59357758
1983,50.52754329
1984,115.30972065
1985,89.80792794
1986,156.31997215
1987,131.19432599
1988,196.64201549
1989,103.20938996
1990,65.91836220
1991,161.50158385
1992,150.56856670
1993,100.04178923
1994,89.45908972
1995,108.58796449
1996,137.98960056
1997,137.11774432
1998,164.87954051
1999,61.61552519
2000,82.72404490
2001,89.69456966
2002,104.69191541
2003,91.04795057
2004,286.45269341
2005,113.60318510
2006,93.57019406
2007,41.42002437
2008,124.20860674
2009,166.26058655
2010,72.19718910
2011,119.64654077
2012,120.79207206
2013,49.35248455
2014,59.05260639
2015,88.50790184
2016,146.96985467
2017,108.01040815
2018,220.45597424
2019,86.40717083
2020,136.52199983
2021,64.35192760
2022,239.10771038
2023,172.93011052
2024,97.25387695
