year,pr
1961,52.27476099
1962,43.01880178
1963,66.84601657
1964,92.68330147
1965,103.92262588
1966,71.94059911
1967,115.17080943
1968,46.80968770
1969,175.26787763
1970,92.80019120
1971,62.51287444
1972,71.85634162
1973,43.29528362
1974,67.64384959
1975,79.12504780
1976,156.76207776
1977,85.78578713
1978,100.30121096
1979,169.82912683
1980,55.14831103
1981,114.39751434
1982,125.57355003
1983,119.01434034
1984,144.25117909
1985,91.19898024
1986,72.53645634
1987,83.13186743
1988,85.71574251
1989,142.72568515
1990,145.21797323
1991,77.41134481
1992,76.94569790
1993,145.31982154
1994,64.84499681
1995,202.79936265
1996,82.60822180
1997,134.37686424
1998,89.59451880
1999,56.99572976
2000,127.51032505
2001,123.43250478
2002,95.87335883
2003,66.95449331
2004,155.85653282
2005,112.10847674
2006,113.40860421
2007,105.32785214
2008,128.15086042
2009,107.70739324
2010,174.73186743
2011,26.67093690
2012,90.06150414
2013,103.93008286
2014,55.46169535
2015,59.74034417
2016,79.92613129
2017,63.21822817
2018,61.22543021
2019,179.97380497
2020,79.86711281
2021,107.22230720
2022,58.69904398
2023,82.67833015
2024,101.29216061
