year,pr
1961,188.44487179
1962,162.63653846
1963,199.55277778
1964,218.38739316
1965,107.13717949
1966,146.29102564
1967,144.38525641
1968,205.81217949
1969,45.68547009
1970,174.00790598
1971,57.57264957
1972,258.41923077
1973,112.37927350
1974,57.95491453
1975,301.11880342
1976,176.96901709
1977,75.72115385
1978,110.59230769
1979,189.18226496
1980,229.09444444
1981,280.48739316
1982,55.84465812
1983,147.56452991
1984,333.12008547
1985,47.10405983
1986,154.07564103
1987,218.89337607
1988,236.77008547
1989,168.10769231
1990,143.26666667
1991,87.65726496
1992,178.02884615
1993,204.03376068
1994,131.98568376
1995,231.79465812
1996,228.61089744
1997,134.40641026
1998,179.42884615
1999,172.66730769
2000,56.01324786
2001,78.67606838
2002,191.57286325
2003,112.47008547
2004,65.57649573
2005,205.07735043
2006,71.83525641
2007,144.49017094
2008,165.20726496
2009,83.11196581
2010,92.68760684
2011,144.04230769
2012,116.83333333
2013,125.94145299
2014,93.00662393
2015,144.59636752
2016,182.58354701
2017,140.98226496
2018,157.43824786
2019,176.64807692
2020,97.51794872
2021,190.93119658
2022,66.25811966
2023,225.29145299
2024,87.80598291
