year,tas
1972,11.31009443
1973,13.33653846
1974,14.52801902
1975,11.43620416
1976,12.58193755
1977,10.92786394
1978,12.07494830
1979,12.06415081
1980,12.92275986
1981,14.08734491
1982,10.64703956
1983,11.25749242
1984,13.30583471
1985,13.74985525
1986,12.63260959
1987,12.01624621
1988,13.87483802
1989,12.30718569
1990,12.44783912
1991,12.05176454
1992,12.22287014
1993,11.52860146
1994,12.63975048
1995,13.59945547
1996,11.98085884
1997,11.45968776
1998,13.41211745
1999,12.40651365
2000,14.13352978
2001,13.97060243
2002,12.60543493
2003,13.24082230
2004,10.50716157
2005,15.02343879
2006,11.22453129
2007,13.70990488
2008,13.22826027
2009,12.55190240
2010,14.32640957
2011,13.44503377
2012,13.69884546
2013,12.85841605
2014,13.43393990
2015,12.15047560
2016,11.28343328
2017,14.71162117
2018,13.52233595
2019,12.22694376
2020,12.53241315
2021,13.93804453
2022,13.44821478
2023,13.79159774
2024,14.28030052
