year,sfcWind
1997,3.47166740
1998,4.33453734
1999,3.72568492
2000,3.64841161
2001,3.32430114
2002,3.32103143
2003,3.42734201
2004,3.71978288
2005,3.48623608
2006,3.50175234
2007,3.19693919
2008,3.10720824
2009,3.34584343
2010,3.62575527
2011,3.40196903
2012,2.87644006
2013,2.97647092
2014,3.19171656
2015,2.79862308
2016,2.85738044
2017,3.34430240
2018,2.95858713
2019,2.94269925
2020,2.92367892
2021,2.81159554
2022,2.88561736
2023,2.86131734
2024,3.06491349
2025,3.04820154
