year,tas
1972,13.42311139
1973,14.24574717
1974,13.64034671
1975,15.57396264
1976,13.38716570
1977,12.46208299
1978,14.71953405
1979,13.95085470
1980,13.50338779
1981,15.97883581
1982,13.58545975
1983,11.77739523
1984,11.86718362
1985,14.39002619
1986,15.32072650
1987,14.37387304
1988,14.38784464
1989,15.64500620
1990,13.76485387
1991,13.45897091
1992,14.07776055
1993,12.22173284
1994,13.85476978
1995,13.84774607
1996,15.16447133
1997,12.98746554
1998,14.33258547
1999,16.78319203
2000,14.12029225
2001,13.55637235
2002,14.56347877
2003,13.68343328
2004,15.90558657
2005,14.27409360
2006,13.71396816
2007,14.38497725
2008,15.64193204
2009,14.78971947
2010,14.45220913
2011,14.72141232
2012,13.60331541
2013,14.02617521
2014,11.91330301
2015,15.22539289
2016,14.78021436
2017,11.93514957
2018,17.31419562
2019,15.69397918
2020,14.66225531
2021,13.51570513
2022,15.35298456
2023,15.29990695
2024,14.89674662
