year,sfcWind
1997,4.54112240
1998,5.01873619
1999,5.01822360
2000,4.05067609
2001,3.33482103
2002,4.43748122
2003,3.99631463
2004,4.04232435
2005,4.49108263
2006,5.03838268
2007,4.24511710
2008,4.94374724
2009,4.21758727
2010,3.57830314
2011,5.67061423
2012,3.51393725
2013,4.70453380
2014,4.62453380
2015,4.45114450
2016,5.06822802
2017,4.09142731
2018,4.66712329
2019,4.20262483
2020,3.76278392
2021,3.85239063
2022,4.61944322
2023,4.26954485
2024,3.76717631
