year,pr
1961,68.70356164
1962,65.89780822
1963,104.50986301
1964,36.66630137
1965,82.33342466
1966,72.80821918
1967,136.00849315
1968,63.43780822
1969,64.10493151
1970,48.10821918
1971,72.31041096
1972,63.67123288
1973,17.23205479
1974,91.83452055
1975,79.97068493
1976,135.31643836
1977,88.94164384
1978,42.92849315
1979,111.65205479
1980,73.99835616
1981,29.11479452
1982,95.68958904
1983,30.56767123
1984,82.14630137
1985,49.97452055
1986,157.72767123
1987,117.18684932
1988,191.70547945
1989,55.58410959
1990,25.75068493
1991,152.96657534
1992,196.65780822
1993,103.45589041
1994,25.55945205
1995,128.02739726
1996,190.28712329
1997,98.17342466
1998,66.86191781
1999,50.92821918
2000,43.79917808
2001,42.77972603
2002,107.08904110
2003,51.83095890
2004,477.62575342
2005,49.90383562
2006,85.00109589
2007,28.35150685
2008,46.56328767
2009,194.79698630
2010,49.62684932
2011,32.07232877
2012,87.11397260
2013,82.72191781
2014,57.85972603
2015,50.86575342
2016,44.45123288
2017,164.11150685
2018,185.88027397
2019,53.91013699
2020,48.05150685
2021,51.57589041
2022,343.31178082
2023,210.48520548
2024,60.33424658
