year,sfcWind
1997,3.64244644
1998,3.67164210
1999,3.48206558
2000,3.30077654
2001,3.06371278
2002,3.36344685
2003,3.31065141
2004,3.42721056
2005,3.16904757
2006,3.44366769
2007,3.12413748
2008,3.26892579
2009,3.42384104
2010,3.29940443
2011,3.04073182
2012,2.96348121
2013,2.94948405
2014,3.08357938
2015,3.00751782
2016,2.94768698
2017,2.81416438
2018,2.78311678
2019,2.79077569
2020,2.72193888
2021,2.83785017
2022,2.88192183
2023,2.95490142
2024,2.86330927
