year,sfcWind
1997,2.90710930
1998,4.01783589
1999,3.39422174
2000,4.79206076
2001,3.16875979
2002,3.82951769
2003,3.03455997
2004,3.40436893
2005,3.53841215
2006,2.82694958
2007,3.65472909
2008,3.90162856
2009,3.63950830
2010,2.92171939
2011,4.58720639
2012,3.19946759
2013,2.50759474
2014,4.09318822
2015,3.47106170
2016,4.25252114
2017,3.37549327
2018,3.15039148
2019,3.24273411
2020,4.07781084
2021,4.04378328
2022,4.73504541
2023,4.85382086
2024,3.22508613
