year,pr
1961,325.71362832
1962,214.84991150
1963,509.00309735
1964,151.24044248
1965,235.30778761
1966,430.05654867
1967,277.41601770
1968,486.85061947
1969,221.24557522
1970,234.53575221
1971,202.23761062
1972,73.46884956
1973,149.77336283
1974,423.01584071
1975,399.56309735
1976,139.03690265
1977,227.21371681
1978,138.21734513
1979,414.40008850
1980,395.81238938
1981,347.09150442
1982,413.12495575
1983,115.33026549
1984,227.51168142
1985,192.80964602
1986,321.74017699
1987,364.99469027
1988,533.05309735
1989,236.03407080
1990,179.36548673
1991,361.45106195
1992,402.99601770
1993,218.38734513
1994,177.03707965
1995,232.43548673
1996,346.69876106
1997,387.26035398
1998,526.33778761
1999,208.58867257
2000,306.84884956
2001,136.95221239
2002,251.15707965
2003,218.69920354
2004,680.98451327
2005,338.04265487
2006,222.20707965
2007,65.78026549
2008,370.38938053
2009,359.42212389
2010,216.60628319
2011,435.51893805
2012,289.76504425
2013,104.95079646
2014,174.23008850
2015,236.35451327
2016,414.11805310
2017,251.64575221
2018,504.98088496
2019,230.22247788
2020,541.74212389
2021,163.50840708
2022,706.17309735
2023,406.59752212
2024,305.55469027
