year,sfcWind
1997,3.12202142
1998,3.65072678
1999,3.73317708
2000,3.13615206
2001,3.18478382
2002,4.19113057
2003,3.38081581
2004,3.52956064
2005,3.67208002
2006,2.61846049
2007,3.90620079
2008,2.58547668
2009,3.55108658
2010,3.02782541
2011,3.43602253
2012,3.18217274
2013,3.12168219
2014,3.32655688
2015,3.81721664
2016,3.62705648
2017,2.72490800
2018,3.32308641
2019,3.33053928
2020,2.71651555
2021,3.07609120
2022,3.15842842
2023,3.00955817
2024,3.13050844
