year,tas
1972,13.82038637
1973,13.64261799
1974,14.36165047
1975,15.05661548
1976,12.13892268
1977,12.96341181
1978,13.66775675
1979,13.05482734
1980,12.87380474
1981,14.65259360
1982,14.23332652
1983,11.91937560
1984,12.31764793
1985,13.78031800
1986,14.36531093
1987,13.34039221
1988,13.51242683
1989,14.53408727
1990,13.92832739
1991,13.12428619
1992,12.87712483
1993,12.34304099
1994,13.32425205
1995,13.80079886
1996,14.37725991
1997,13.25385690
1998,13.89788228
1999,15.32497928
2000,13.66330705
2001,14.29980483
2002,14.01917481
2003,13.23493155
2004,14.06071719
2005,13.55126215
2006,14.32978939
2007,13.49249593
2008,14.58848808
2009,14.24600393
2010,14.11942988
2011,14.83745696
2012,13.72713786
2013,14.10243999
2014,12.96934413
2015,14.08303945
2016,14.32594617
2017,12.21602080
2018,15.40655279
2019,14.47360968
2020,13.99741035
2021,13.36576852
2022,14.64847998
2023,14.45073354
2024,14.10310590
2025,14.28030052
