year,tas
1972,12.73479068
1973,14.10559630
1974,13.09262337
1975,15.09890756
1976,13.08493462
1977,11.64001121
1978,14.88853846
1979,14.19272792
1980,13.45923347
1981,15.08138760
1982,13.98529978
1983,12.19082941
1984,11.84143093
1985,15.00843043
1986,15.37698753
1987,15.09493401
1988,14.62309883
1989,15.48808846
1990,14.48118153
1991,14.35611297
1992,14.02729132
1993,12.60809861
1994,13.93108077
1995,13.90299323
1996,14.50540160
1997,12.57845346
1998,15.14860377
1999,15.64887953
2000,12.73380733
2001,12.58256489
2002,13.61729875
2003,13.57485568
2004,15.25407052
2005,14.28911802
2006,13.85703647
2007,13.41184260
2008,15.49425143
2009,15.33742935
2010,13.60989030
2011,13.82712541
2012,13.04140593
2013,14.21168200
2014,12.52054728
2015,15.34363248
2016,13.62575948
2017,12.63313914
2018,16.97581554
2019,15.79252261
2020,14.72548751
2021,13.89763709
2022,14.88372930
2023,14.83984757
2024,14.90354778
