year,pr
1961,212.23737864
1962,149.05631068
1963,184.12864078
1964,224.92135922
1965,174.94611650
1966,188.54271845
1967,99.19466019
1968,129.97524272
1969,97.38980583
1970,154.61213592
1971,142.02378641
1972,122.30242718
1973,148.17815534
1974,153.26116505
1975,83.81650485
1976,203.84223301
1977,198.42766990
1978,218.54660194
1979,225.25922330
1980,151.81990291
1981,137.60388350
1982,118.38689320
1983,54.40679612
1984,145.74805825
1985,174.71601942
1986,174.08446602
1987,136.08689320
1988,254.48495146
1989,92.03543689
1990,183.04805825
1991,149.22281553
1992,219.93300971
1993,35.31601942
1994,210.51844660
1995,225.49466019
1996,218.44223301
1997,78.57378641
1998,401.87475728
1999,136.42572816
2000,191.61553398
2001,108.14320388
2002,182.29951456
2003,145.80873786
2004,117.09660194
2005,193.51796117
2006,76.59466019
2007,249.87961165
2008,289.93398058
2009,142.42864078
2010,144.52815534
2011,152.32087379
2012,192.65679612
2013,50.98980583
2014,159.70873786
2015,129.80194175
2016,179.97184466
2017,207.18495146
2018,132.16165049
2019,141.79902913
2020,141.31019417
2021,124.22184466
2022,319.66601942
2023,131.27087379
2024,151.92766990
