year,pr
1961,169.73893847
1962,122.18647252
1963,180.24401127
1964,121.68882104
1965,77.10972287
1966,73.82076092
1967,82.56298732
1968,90.21028652
1969,53.50930014
1970,120.27148896
1971,58.53043682
1972,110.61066228
1973,27.70648192
1974,141.30418037
1975,127.85237201
1976,98.65091592
1977,93.42329732
1978,171.98722405
1979,91.64452795
1980,76.82062001
1981,126.90582433
1982,81.69741663
1983,137.97411930
1984,163.76270550
1985,118.42362612
1986,139.00826679
1987,60.47162987
1988,156.66350399
1989,62.18567403
1990,90.78783466
1991,95.81507750
1992,149.62179427
1993,39.43367778
1994,191.85749178
1995,85.81700329
1996,105.84499765
1997,79.39351808
1998,168.21470174
1999,134.31122593
2000,83.17815876
2001,84.10789103
2002,45.51225928
2003,50.53518084
2004,65.54020667
2005,103.89591357
2006,91.58285580
2007,66.17059652
2008,200.94480977
2009,107.23828088
2010,75.23306717
2011,103.35241898
2012,112.35833725
2013,80.60253640
2014,60.01667450
2015,75.49290747
2016,129.33217473
2017,139.47205261
2018,97.12461249
2019,137.42625646
2020,60.75744481
2021,146.19779239
2022,222.79478628
2023,106.80441522
2024,77.65467356
