year,sfcWind
1997,2.97865258
1998,3.35406794
1999,3.03340565
2000,2.75122466
2001,2.39068798
2002,2.74486726
2003,2.79313731
2004,2.70017414
2005,2.99281188
2006,3.21039109
2007,2.88371681
2008,3.40972880
2009,3.28029974
2010,2.57731373
2011,3.42210962
2012,2.82174707
2013,3.15705966
2014,2.81312018
2015,2.81437625
2016,3.38070796
2017,2.73555809
2018,2.76128747
2019,2.42937197
2020,2.41778190
2021,2.75643163
2022,3.08404796
2023,2.85888952
2024,2.55828433
