year,tas
1972,1.45673678
1973,2.64898980
1974,1.52996495
1975,1.67929467
1976,1.66258976
1977,1.96796898
1978,0.52559911
1979,3.20654451
1980,1.86480773
1981,2.66525706
1982,1.36462821
1983,1.97949543
1984,3.72704164
1985,3.23164648
1986,2.71196622
1987,3.31132675
1988,2.49714362
1989,2.35070215
1990,2.70190355
1991,1.60346505
1992,0.69558211
1993,3.98205864
1994,1.71212450
1995,2.47028893
1996,1.77127045
1997,3.09423412
1998,2.34485872
1999,2.89809220
2000,3.59702040
2001,3.29466327
2002,3.31452411
2003,4.36960059
2004,3.93085298
2005,1.97819737
2006,1.36844699
2007,1.38457935
2008,3.88511154
2009,1.29220416
2010,1.92141385
2011,3.47909815
2012,1.96779902
2013,2.60374761
2014,3.97494689
2015,3.01477693
2016,4.42656575
2017,3.08089547
2018,2.12031230
2019,2.90593053
2020,2.86873061
2021,4.11569365
2022,3.20148077
2023,2.80502762
2024,3.48732526
