year,pr
1961,159.74071882
1962,138.41492472
1963,147.72125141
1964,177.71747455
1965,125.34922983
1966,115.56429380
1967,98.70874598
1968,162.45397267
1969,236.16586024
1970,303.25130102
1971,212.16730485
1972,208.60697938
1973,135.72609869
1974,138.97482378
1975,130.88197720
1976,123.37909668
1977,154.51632582
1978,141.68716387
1979,190.85963798
1980,223.71904099
1981,179.48975720
1982,125.29897311
1983,226.14813332
1984,138.90972065
1985,136.99337743
1986,137.47110782
1987,152.42637716
1988,209.05819337
1989,108.71927596
1990,89.63796885
1991,164.31973719
1992,108.71177443
1993,116.60446436
1994,181.83308676
1995,249.59524846
1996,164.62783918
1997,117.71613437
1998,154.34536594
1999,115.44912540
2000,177.89168915
2001,77.06698286
2002,221.90248020
2003,255.39857280
2004,168.58752067
2005,144.16768776
2006,121.10833696
2007,141.79260291
2008,176.61269689
2009,119.56213558
2010,271.44843791
2011,85.38815595
2012,186.18732051
2013,190.96363241
2014,127.04523540
2015,122.79662344
2016,130.63610652
2017,186.79706727
2018,108.13946567
2019,134.70923331
2020,192.15880254
2021,192.39182839
2022,144.01341050
2023,190.13796014
2024,175.93909146
