year,tas
1972,2.22956909
1973,4.33152422
1974,3.94735399
1975,3.37204772
1976,3.29228276
1977,3.94492165
1978,3.84782764
1979,5.19562678
1980,4.18441952
1981,5.15576567
1982,3.55835826
1983,4.09210114
1984,5.54675926
1985,5.28936966
1986,4.06020655
1987,4.53109330
1988,5.21225071
1989,4.51353989
1990,4.79978989
1991,3.18134259
1992,2.65123575
1993,5.53941952
1994,3.71029558
1995,4.20706553
1996,3.59699786
1997,3.97774217
1998,5.17943376
1999,5.02793803
2000,4.97756766
2001,4.34427707
2002,6.47901709
2003,5.85339744
2004,5.44006054
2005,4.22692308
2006,2.92581909
2007,3.56767094
2008,4.32810897
2009,3.44904558
2010,5.00627137
2011,6.59386396
2012,3.89546652
2013,5.06826211
2014,6.51169516
2015,4.71739316
2016,6.28897792
2017,5.13066952
2018,4.73372863
2019,4.84231125
2020,6.65294516
2021,6.63497151
2022,5.46014957
2023,6.38372863
2024,6.41689815
