year,sfcWind
1997,3.96681077
1998,3.59439529
1999,4.24138778
2000,3.56841582
2001,3.71315284
2002,3.40406917
2003,3.45575496
2004,3.79128355
2005,3.74699846
2006,3.72959245
2007,3.52332036
2008,3.66307332
2009,3.43595495
2010,3.59008993
2011,3.47242014
2012,3.67175862
2013,3.71055098
2014,3.77148785
2015,3.29523847
2016,3.54546620
2017,3.60472481
2018,4.02007498
2019,3.63089515
2020,3.65421540
2021,3.72591774
2022,4.02439880
2023,4.43871863
2024,3.59614080
2025,3.89715002
