year,pr
1961,120.58986301
1962,125.69041096
1963,71.18273973
1964,101.27424658
1965,285.67726027
1966,68.27452055
1967,128.98027397
1968,42.44164384
1969,24.88958904
1970,176.68301370
1971,44.99013699
1972,130.40082192
1973,112.55287671
1974,90.49945205
1975,128.20602740
1976,88.29863014
1977,70.00356164
1978,50.65561644
1979,313.40931507
1980,261.10219178
1981,69.61945205
1982,85.33369863
1983,93.37863014
1984,142.88164384
1985,82.65205479
1986,138.71095890
1987,295.13095890
1988,101.79808219
1989,80.32630137
1990,191.63863014
1991,66.26301370
1992,102.09835616
1993,113.35260274
1994,122.90849315
1995,115.65479452
1996,123.76904110
1997,160.49123288
1998,42.10465753
1999,116.41726027
2000,92.62109589
2001,45.45369863
2002,87.30136986
2003,48.97863014
2004,72.78465753
2005,224.96794521
2006,140.76767123
2007,75.05397260
2008,110.30931507
2009,44.32246575
2010,73.20794521
2011,142.86986301
2012,177.00136986
2013,113.37342466
2014,88.51863014
2015,88.65315068
2016,50.61616438
2017,114.98575342
2018,158.00191781
2019,50.82630137
2020,184.57424658
2021,122.07315068
2022,111.94054795
2023,140.10410959
2024,67.56136986
