year,sfcWind
1997,3.53048439
1998,3.88655114
1999,3.15858214
2000,3.85512962
2001,2.99239534
2002,3.95277499
2003,3.27494084
2004,3.59838901
2005,3.18034764
2006,3.12454118
2007,3.91836187
2008,3.86345965
2009,3.63314368
2010,3.32680760
2011,3.65200508
2012,3.11286843
2013,3.02273045
2014,3.83182396
2015,3.45119376
2016,3.68620768
2017,3.38325051
2018,3.34833264
2019,3.60190156
2020,4.03307670
2021,4.05732784
2022,4.17378745
2023,3.93246912
2024,3.54171225
