year,sfcWind
1997,4.73673843
1998,5.24795618
1999,4.00594266
2000,4.38302150
2001,3.75813189
2002,4.24957316
2003,3.95782309
2004,4.12938316
2005,3.50960920
2006,4.86700840
2007,5.09424655
2008,4.35795531
2009,3.93628843
2010,3.78138150
2011,3.53353620
2012,4.31889473
2013,4.18887460
2014,4.02356206
2015,4.32956311
2016,3.53091620
2017,3.53035447
2018,3.14633921
2019,3.80758209
2020,3.55698878
2021,3.41712982
2022,3.60459378
2023,4.04217606
2024,3.56184700
