year,sfcWind
1997,4.27113999
1998,3.94207642
1999,3.18338553
2000,3.22928281
2001,3.29284372
2002,3.69354839
2003,3.37998747
2004,3.61343564
2005,2.65942687
2006,3.31094582
2007,4.22619793
2008,3.89234262
2009,4.14697776
2010,3.55394613
2011,2.85272471
2012,2.94480113
2013,3.53501409
2014,3.95624804
2015,3.09480113
2016,3.38975885
2017,3.63584403
2018,3.32637018
2019,4.51670842
2020,4.19819919
2021,4.26127466
2022,3.68816160
2023,3.20939555
2024,3.62857814
