year,sfcWind
1997,4.01789535
1998,3.70888802
1999,3.39593118
2000,3.21342229
2001,3.28697634
2002,3.70576215
2003,3.20504490
2004,3.64358502
2005,3.16036534
2006,3.53226789
2007,3.64325770
2008,3.33078033
2009,3.70569731
2010,3.05322314
2011,3.16855155
2012,2.59395628
2013,3.05370065
2014,3.36411778
2015,3.05221871
2016,2.86343057
2017,3.01189093
2018,2.74774087
2019,3.68518448
2020,3.17166787
2021,3.46991531
2022,3.37747915
2023,2.97623638
2024,3.39223768
