year,sfcWind
1997,3.54564725
1998,3.35132686
1999,4.07694175
2000,3.04917476
2001,3.50402913
2002,2.99610032
2003,2.78187702
2004,2.98483819
2005,2.98493528
2006,3.48399676
2007,2.59558252
2008,3.38967638
2009,3.54414239
2010,2.80902913
2011,3.20454693
2012,3.31284790
2013,3.18012945
2014,3.39605178
2015,3.46724919
2016,2.66585761
2017,3.14783172
2018,3.84922330
2019,2.84889968
2020,3.37368932
2021,3.33818770
2022,3.82522654
2023,4.83893204
2024,3.62229773
