year,pr
1961,112.06893204
1962,159.90485437
1963,95.23980583
1964,57.75145631
1965,89.07378641
1966,93.08349515
1967,64.51456311
1968,285.28592233
1969,125.92378641
1970,88.77669903
1971,211.29174757
1972,123.69271845
1973,114.69417476
1974,170.29660194
1975,99.97378641
1976,127.66650485
1977,72.94563107
1978,183.44320388
1979,113.12087379
1980,76.14077670
1981,164.23786408
1982,164.33980583
1983,155.72815534
1984,50.51990291
1985,124.31796117
1986,49.77912621
1987,97.91262136
1988,28.97864078
1989,100.96941748
1990,105.52281553
1991,170.56796117
1992,69.75145631
1993,89.45825243
1994,82.62233010
1995,113.62087379
1996,146.51359223
1997,98.98252427
1998,44.90679612
1999,138.62766990
2000,141.39417476
2001,161.60048544
2002,62.60388350
2003,69.33980583
2004,40.71359223
2005,25.58737864
2006,198.92766990
2007,64.20048544
2008,150.72961165
2009,65.16747573
2010,37.10000000
2011,138.38592233
2012,36.48155340
2013,118.58398058
2014,106.26165049
2015,109.42669903
2016,68.38980583
2017,266.61067961
2018,154.53009709
2019,83.71116505
2020,38.65291262
2021,100.52427184
2022,63.33349515
2023,108.83252427
2024,82.27427184
