year,pr
1961,254.92606756
1962,298.33505417
1963,244.58814532
1964,177.57259401
1965,180.56921606
1966,150.70956023
1967,191.32332696
1968,195.37833015
1969,179.44295730
1970,277.37253027
1971,200.65309114
1972,232.91414914
1973,161.88113448
1974,229.18457616
1975,263.91746335
1976,234.09273423
1977,136.98642447
1978,257.79808795
1979,176.08342894
1980,368.11172721
1981,235.97272148
1982,208.53639261
1983,252.48011472
1984,238.33632887
1985,232.07182919
1986,276.74493308
1987,202.91370300
1988,286.16660293
1989,186.36405354
1990,226.53441683
1991,284.79700446
1992,292.18330147
1993,219.72026769
1994,304.10261313
1995,244.96182282
1996,162.05602294
1997,210.78011472
1998,239.84079031
1999,202.97431485
2000,269.25168897
2001,225.26628426
2002,267.98342894
2003,230.61159975
2004,267.03218611
2005,186.24901211
2006,196.05366475
2007,234.57182919
2008,210.69490121
2009,222.48406628
2010,207.70382409
2011,168.38291906
2012,192.47565328
2013,277.49101338
2014,199.39649458
2015,269.67010835
2016,209.30427024
2017,227.00541746
2018,163.65175271
2019,173.72001275
2020,207.49942639
2021,278.96660293
2022,334.58209050
2023,161.97253027
2024,204.92746973
