year,tas
1972,16.08867966
1973,15.96061132
1974,15.75993293
1975,16.51666519
1976,15.50391655
1977,15.03302572
1978,16.20084516
1979,15.88721613
1980,14.54138410
1981,16.34704762
1982,14.80353621
1983,15.56235141
1984,15.50819919
1985,15.17643300
1986,15.60801032
1987,15.14244267
1988,15.49604047
1989,15.84482148
1990,16.61811367
1991,15.07172026
1992,13.80061628
1993,14.95839675
1994,15.65707155
1995,16.83424862
1996,15.68826000
1997,15.79231200
1998,17.30516790
1999,17.10719569
2000,16.47661386
2001,16.42468481
2002,16.23353151
2003,16.50977886
2004,15.00139620
2005,16.56112868
2006,16.25413996
2007,16.26843973
2008,15.73771375
2009,14.86566848
2010,15.92678342
2011,16.23214453
2012,15.40465202
2013,16.53897989
2014,16.19253802
2015,16.44425505
2016,17.27991866
2017,16.50615974
2018,16.63898041
2019,16.32490683
2020,15.90848566
2021,16.58730757
2022,17.35380233
2023,16.71046812
2024,15.27296334
