year,pr
1961,268.68323773
1962,219.43441683
1963,241.25933716
1964,301.57418738
1965,288.57425112
1966,200.37584449
1967,369.12963671
1968,405.44786488
1969,287.06915233
1970,174.14117272
1971,246.16424474
1972,376.69515615
1973,317.30509879
1974,188.31835564
1975,327.79827916
1976,211.44161887
1977,245.01274697
1978,278.33683875
1979,312.61854685
1980,274.84588910
1981,287.68999363
1982,283.67731039
1983,378.05181644
1984,280.18387508
1985,155.23103888
1986,286.16195029
1987,357.07743786
1988,175.30924156
1989,241.35940089
1990,292.65627788
1991,199.23123008
1992,185.59241555
1993,233.96711281
1994,282.39827916
1995,294.76309751
1996,289.93537285
1997,257.62638623
1998,284.28871893
1999,308.55060548
2000,275.89005736
2001,161.44614404
2002,225.19713193
2003,149.92026769
2004,237.88878266
2005,242.57756533
2006,273.70414277
2007,235.44098152
2008,202.31217336
2009,333.79585723
2010,361.30025494
2011,265.30688337
2012,187.06067559
2013,206.70573614
2014,308.36335245
2015,272.63314213
2016,307.57711918
2017,179.78782664
2018,296.57482473
2019,335.09572976
2020,181.00197578
2021,223.37960484
2022,163.99566603
2023,340.65098789
2024,224.72600382
